,wn,0,1,2,3,4,5,6
85,269.0,-0.0008403262672123167,-0.0010102200702848286,-0.0009194490717404176,-0.0004769100654864,-0.0006043418314914087,-0.0004209235392811222,-0.00035054934413566
86,270.0,-0.000852995093133025,-0.0010242698751838715,-0.0009357593554808236,-0.00048277488172424,-0.0006211023628322299,-0.00044428109626366667,-0.00036328938685533996
87,271.0,-0.0008642105030770917,-0.0010321550778820856,-0.0009493104564772589,-0.00048712201300144,-0.0006420827562205204,-0.0004795469670536333,-0.00035282911873756994
88,272.0,-0.0008728315004027,-0.0010250791023112427,-0.0009556771053575706,-0.00048787654031964,-0.0006612802443387222,-0.0005106688524162333,-0.000309238401534
89,273.0,-0.0008812837385972083,-0.0010116408704078927,-0.000958411879284247,-0.00048715394103679996,-0.0006667830051745704,-0.0005045177321889222,-0.00027654654821099994
90,274.0,-0.0008823270799405666,-0.0009495188787897785,-0.0009406848950241882,-0.00047573156460426,-0.0006640770387667362,-0.00045777734185924445,-0.00015350394059608
91,275.0,-0.0008833557978189416,-0.0008856876521416357,-0.000922193291619953,-0.00046575587280244,-0.0006640293115675648,-0.0004114377451073334,-3.4670157109890085e-05
92,276.0,-0.0008923581846008333,-0.0008729233199550785,-0.0009250906954534881,-0.0004687446670934,-0.0006754316633150704,-0.00040943581826091116,-1.7813597436139935e-05
93,277.0,-0.0008956572213726917,-0.0008623902849228572,-0.0009242297051724471,-0.00048212569791595996,-0.0007163581228018004,-0.0004474583384229333,-1.9830027133859915e-05
94,278.0,-0.00090229324949225,-0.0008462455521374783,-0.0009220856812733411,-0.0004936802563538,-0.0007486455056676945,-0.00047791229213184447,-3.1652969626279836e-05
95,279.0,-0.0009135790535353917,-0.0008255583664353063,-0.0009208163911652294,-0.00049934937189118,-0.0007621005536089899,-0.00048543003935972215,-4.1047474303819854e-05
96,280.0,-0.0009394208486954833,-0.0006520327083074357,-0.0008577878939104764,-0.0004987879075191201,-0.0007553473439274852,-0.0004456833666728444,-7.974909381473771e-06
97,281.0,-0.000953559787482475,-0.0005430107146311822,-0.0008192449066182647,-0.00049535374790628,-0.0007504237095009871,-0.0004199855461266,4.994600834821918e-06
98,282.0,-0.0009606217564898334,-0.0004855539768460707,-0.0008009096952361941,-0.00049188714950218,-0.0007497306595366129,-0.0004079543539606333,2.786920591020146e-06
99,283.0,-0.0008865571159391583,-0.0003190472569698291,-0.0006964558472191294,-0.00044052090848442,-0.0007448785713594203,-0.0003903756561274667,-6.165859541890995e-05
100,284.0,-0.0008575299384361167,-0.0002548041912019126,-0.000663938350893649,-0.00041950549987942,-0.000747315687082887,-0.00038796001326971114,-0.00010242320886392
101,285.0,-0.0008420371922108166,-0.00021733830151586276,-0.0006507402733714323,-0.0004072481329019,-0.0007514529951345055,-0.00038893213166139997,-0.00013501898552365995
102,286.0,-0.0007876573892812083,-1.5835515524946042e-05,-0.0006451014390427987,-0.00036917600809284,-0.0006980880924099228,-0.0003536290390317556,-4.887666834646004e-05
103,287.0,-0.0007818640127072499,4.880301896973663e-05,-0.0006564745001980412,-0.00035892677690124,-0.0006768086089904088,-0.0003391381263188111,-1.990410246229999e-06
104,288.0,-0.000779079022849625,0.00010412678509576093,-0.0006682834653726588,-0.00034993952986985997,-0.0006574654173602006,-0.0003258168563653889,4.2161635653250066e-05
105,289.0,-0.0007197291285713,0.0002759938936794396,-0.0006107257213309705,-0.00025462202060514,-0.0005697058985609325,-0.0002602490967903333,0.00017034111579406
106,290.0,-0.00071309227422695,0.00029622826278578575,-0.0005897172454474543,-0.00022220042932293997,-0.0005585101547975308,-0.00024812763702503033,0.00015911367951571947
107,291.0,-0.0007024787281094999,0.0003180741536687615,-0.0005595211854685235,-0.00018271771989141042,-0.0005440593229218448,-0.0002286897416817879,0.00015029334424076672
108,292.0,-0.0006683631174516083,0.00034365219047856403,-0.00047331624632225295,-0.0001036377723616434,-0.000511819990978328,-0.0001629611671410983,0.00015955976302761172
109,293.0,-0.0006711476350042833,0.00032231984720466656,-0.00046438682288663536,-0.00010338782433199698,-0.0005181285824329765,-0.0001496029695911869,0.00016711203601914895
110,294.0,-0.0006729597577389583,0.0002909608029962803,-0.00043715901217761363,-9.769798982001038e-05,-0.0005218242842547072,-0.0001096822283136714,0.0001800264487661163
111,295.0,-0.00067705955927555,0.00023661314880750922,-0.0003635308214190892,-7.715223096099264e-05,-0.0005180386985761805,1.5560053881296635e-06,0.000200725675206426
112,296.0,-0.0006971115078371667,0.00021657202820436349,-0.00033905239476720905,-6.806099283312615e-05,-0.0005186773325146461,5.2509899354040033e-05,0.0001902639695249579
113,297.0,-0.0007151194978809582,0.00018743352444193978,-0.00027159413385706866,-4.2834335459774654e-05,-0.0005053725776527981,0.0001746102315317429,0.00018756417639380677
114,298.0,-0.0007215875202462002,0.00015286774549559348,-0.00016023208999556805,-2.4500798994113383e-06,-0.00047481996919699905,0.0003727965608934442,0.00019515764152215956
115,299.0,-0.0007151521395734167,0.0001408838473239625,-0.00012345842208984014,7.670583545722661e-06,-0.0004632328893865383,0.00045329528187987127,0.00019334817014139295
116,300.0,-0.0006620432376327166,0.00012561993009915228,-2.041127548503961e-05,3.6874314441614564e-05,-0.00041849690558008865,0.0006560371070574889,0.00021569100392850003
117,301.0,-0.0005957806050000083,0.00010683304990153108,9.119411958989598e-05,7.16985945000447e-05,-0.00036609254145969223,0.0008745744797347445,0.00024393044303279313
118,302.0,-0.0005814909315232249,8.885207026348372e-05,0.00011773936064817092,8.55588565378125e-05,-0.0003524603095616466,0.0009361579796136999,0.00024424016256828864
119,303.0,-0.0005362801454099417,1.739605058623257e-05,0.00017986801003396223,0.00013861680573194293,-0.00031132378005707814,0.0010617591123955666,0.0002443065588722499
120,304.0,-0.0005084199293162667,-4.528732806089935e-05,0.0002126264329029467,0.00018286564008974913,-0.0002832391765816417,0.001130827647779411,0.00024281402009968008
121,305.0,-0.0005116772039258166,-6.940150531852535e-05,0.00020279087638700225,0.00019716962440509043,-0.00028111782298991,0.0011205546439758112,0.00024034481131990007
122,306.0,-0.0005419325635829083,-8.204963905969075e-05,0.00010209213678553013,0.0002367005717012295,-0.00029037684196259737,0.0008982139022017444,0.00030810931545977
123,307.0,-0.00057116210984135,-9.157151835003228e-05,2.3743744672867877e-05,0.00025780813890332005,-0.0003022615409678431,0.0007328839783645001,0.00034602876093098783
124,308.0,-0.0005933796693602501,-0.00010241951197717632,-2.2495729291279758e-05,0.0002644931260163,-0.00031256579197023223,0.0006446307451171,0.0003534614498693471
125,309.0,-0.0006420923762834916,-0.000169839672116336,-0.00011893131491397026,0.00026845064327733997,-0.00031975067291771666,0.0004237981505040778,0.0003544515672260401
126,310.0,-0.0006660408548369167,-0.00020801569793163957,-0.00016237087670350198,0.00027226839819763685,-0.0003235747626283025,0.00032966452057863334,0.00034560543728028996
127,311.0,-0.0006814358722524083,-0.0002340382480717616,-0.00018805818228369414,0.00027629394584184944,-0.0003267641902725586,0.000278928717147668,0.0003347581316234783
128,312.0,-0.0006568507688608999,-0.0002856822136677062,-0.00023140767867753435,0.00037513568074690006,-0.000315964561050794,0.00016987815233432602,0.00035984329412655464
129,313.0,-0.0006494204114453249,-0.00030343936282453183,-0.000248849641700679,0.0004167989716266601,-0.000317571831449043,0.00014102363501828006,0.00035705230954688493
130,314.0,-0.0006444699878402249,-0.0003170883281399696,-0.00026316692462253105,0.00045075537912659996,-0.0003207204985633948,0.00012179957437508833,0.0003506692715356999
131,315.0,-0.000611057962640825,-0.00032573322001389006,-0.00024339249339253016,0.0005205435326738,-0.00032417750911774285,0.00010216679425823386,0.00031758907487378
132,316.0,-0.0006143691959250667,-0.000324086744986643,-0.00023219867448100065,0.0005167200980952001,-0.00033199921880507706,0.00010686150950338548,0.000289422241208451
133,317.0,-0.0006140603399850084,-0.0003215521003122203,-0.00021921462385150224,0.00052764569090002,-0.0003364019362748266,0.0001118618085874607,0.00025682216523042497
134,318.0,-0.0005763872295784417,-0.00031288490352631245,-0.00019339738798374536,0.0006900029240778601,-0.000303466413072279,0.00011755588578304311,0.00017805944188772012
135,319.0,-0.000561582773171822,-0.00033046639470468594,-0.00021914145714676658,0.0007448055082280799,-0.0002767198685538604,0.00010448406035473275,0.00012810374087418003
136,320.0,-0.0005349972875012964,-0.0003321257094532512,-0.00023223166478578776,0.0009214239263139399,-0.00023573442738948456,9.51978227663849e-05,9.350817697581e-05
137,321.0,-0.0004779627668385,-0.00027145867025050834,-0.00019365453953553775,0.0014916576413814202,-0.00015663286268088758,0.00010247846832691045,0.0001330792092364
138,322.0,-0.0004900454779252989,-0.00023118548747025607,-0.00016372244250660508,0.0016153497077536201,-0.00015662367897529997,0.00011113734997640422,0.00020113967967180996
139,323.0,-0.000498837895446461,-0.0001353224901127934,-8.986937231036899e-05,0.0021936537265615404,-0.00015691742413557257,0.00013677852338095562,0.0003073536777975053
140,324.0,-0.0004982539147792914,4.0028827902516735e-05,4.509557604688725e-05,0.0035830941649983602,-0.0001623262594418524,0.00018820849789998143,0.00042893369569282577
141,325.0,-0.0004944128197785803,0.00010964560807794318,9.317484093230419e-05,0.00443101629269798,-0.00017646025337087986,0.00021041555283701378,0.0003990055086533889
142,326.0,-0.0004572683350836779,0.000281461995146743,0.0002133413922394484,0.006820208942403641,-0.00019398558566551753,0.0002689353708185918,0.0002938145123659199
143,327.0,-0.0003997688259212881,0.0004940867886956972,0.00035669322571632947,0.010060877025332822,-0.0001998717397402188,0.00034172095636120236,0.00015155342482413634
144,328.0,-0.0003790921738043773,0.0005659685252980643,0.00039365109709562946,0.0114794891657486,-0.00018444098368942572,0.0003642165098796912,0.00010404975821906408
145,329.0,-0.00027900526897724437,0.00077456170331165,0.0004891102900656632,0.016286556639220923,-5.474431215889077e-05,0.0004308092780876052,5.401911553776001e-05
146,330.0,-0.00019606352062864893,0.000933298905462808,0.0005501720397490205,0.02028317487329826,6.501906657474456e-05,0.00047757913774371303,1.1530046027529925e-05
147,331.0,-0.0001904297394921871,0.0009420537622868009,0.0005362417610751802,0.02091436037731834,8.576142720105769e-05,0.00047287702300271304,-2.267607988791021e-05
148,332.0,-0.0002653366560062091,0.0007192870191603929,0.0003445910569131555,0.01791379113050762,3.0263758165361104e-05,0.00035235838655339356,-0.00016760112101181003
149,333.0,-0.00033651443011716747,0.0005256376679288573,0.0001869893908952878,0.015128922713238459,-2.6899756872048042e-05,0.0002546615859367832,-0.0002727756849927901
150,334.0,-0.00037934311868039166,0.00042318638790191435,0.00010559955130564502,0.013646492759472901,-5.997390532711867e-05,0.0002069601703357923,-0.0003206623128648654
151,335.0,-0.0005069901172376416,0.00011196691357940214,-9.915703676025277e-05,0.00889324018563704,-0.00014775131703853735,9.549266586959999e-05,-0.00030536887943010007
152,336.0,-0.0005670870446675584,-4.003416737312971e-05,-0.00019682473132500317,0.006533179779159599,-0.00018553237883027935,4.4946529418074334e-05,-0.0002895573997947562
153,337.0,-0.0005958788978057333,-0.00011721826344389998,-0.00024618176615785514,0.005312980333323881,-0.00020109133005705233,2.1118883083756087e-05,-0.00028107332907894005
154,338.0,-0.0005336059800743833,-0.00024272699446893528,-0.00030571352338077057,0.0029097010597840403,-0.00016367361371148596,1.027227822143672e-05,-0.00029934847020774997
155,339.0,-0.0004945624514677551,-0.0002662924913559786,-0.0003160688689290587,0.0022848844303791803,-0.0001322090212522446,1.081182309875402e-05,-0.00032492828395489
156,340.0,-0.00046178645690163334,-0.0002729000797832206,-0.0003186202994983466,0.0019656257837663404,-0.00010322742161826705,1.2702483329248926e-05,-0.00035077990448393004
157,341.0,-0.00029953230281270994,-0.00016956320824462314,-0.00022865638874339974,0.0012347054703936804,0.00012983050387871888,-9.836955096273771e-08,-0.00035115013393009997
158,342.0,-0.0002610111661884516,-0.00012087050460630158,-0.00019580137992184144,0.0011347471339526799,0.00021241495501056874,-1.2480641437115827e-05,-0.00034971534875662005
159,343.0,-0.0002205858605619021,-6.882849215433875e-05,-0.0001615766064277518,0.00104247485895232,0.0003012160799002589,-2.638027850182001e-05,-0.0003477833323325
160,344.0,-8.607841212544885e-05,6.980157678574783e-05,-7.688027230287278e-05,0.00079187544602704,0.0005777197219790209,-6.957033404730092e-05,-0.0003386445168836999
161,345.0,-6.419269734482351e-05,8.460734953338335e-05,-8.019511629512671e-05,0.0007341946525513401,0.0006409787110272742,-8.551273600189446e-05,-0.00035459997852354
162,346.0,-2.601310843743836e-05,0.00011805840831096827,-7.208172572575726e-05,0.00066783591944064,0.0007298605070254897,-0.00010247583465378119,-0.0003610971239041901
163,347.0,8.57818107108216e-05,0.00024364131851136462,-5.072015359631381e-06,0.00058206337006244,0.0009268477723885665,-0.0001186570517329912,-0.00031862991342459
164,348.0,0.00013195784991954456,0.00032797136812631083,4.739198577301913e-05,0.00061627776955116,0.0009879455815036517,-0.00010727460358670219,-0.0002875221562606401
165,349.0,0.0001927515623902739,0.0004430091479539813,0.00012229168288036067,0.00065478627193066,0.0010579312974304434,-9.302049924527715e-05,-0.0002318952269067568
166,350.0,0.0002536197708040218,0.0005796480145659428,0.0002148766688456621,0.00068045391212152,0.001109405764853647,-8.234002007481743e-05,-0.00014389278738903414
167,351.0,0.0002175239176418544,0.0005631445935021928,0.00020014554476934247,0.0006473756100577801,0.001058242679747073,-9.908180355094767e-05,-0.000142502712507367
168,352.0,0.00012734022242462612,0.0004917773582657714,0.0001440365446530507,0.00055502566569446,0.0009157917575688835,-0.00013599285177485197,-0.00017088892798656
169,353.0,-1.383023539751132e-06,0.000370534864804727,4.670906952165691e-05,0.0004162806333239,0.0007030519738578795,-0.00018251005114423505,-0.0002473928145042401
170,354.0,-5.08146612266844e-05,0.0003139120659788861,-7.1496532204434705e-06,0.0003583040137929,0.0006164206860781856,-0.0001924287892643253,-0.0003197494522282701
171,355.0,-0.00012862833853197816,0.00018723464049145915,-0.00012482268798323415,0.00023122334494282,0.0004278898699426282,-0.0001886551274714681,-0.0004933571720093001
172,356.0,-0.00018333842644832575,7.846345164457117e-05,-0.0002240658998270826,0.00012540751705274113,0.00026294077928522074,-0.00017476498760720245,-0.0006391259963379701
173,357.0,-0.00018630959061697298,6.012384922431318e-05,-0.00023890850564619679,0.00011220468785719844,0.00022715353898751725,-0.0001655472691390807,-0.0006523642188390401
